# time       norm          energy        x_avg        sx          
0.000000e+00 1.000000e+00  1.127500e+04 -1.000000e+00 7.071068e-02
3.200000e-03 1.000000e+00  1.127500e+04 -5.200000e-01 7.424284e-02
3.300000e-03 1.000000e+00  1.127500e+04 -5.050000e-01 7.446140e-02
3.400000e-03 1.000000e+00  1.127500e+04 -4.900000e-01 7.468601e-02
3.500000e-03 1.000000e+00  1.127500e+04 -4.750000e-01 7.491662e-02
3.600000e-03 1.000000e+00  1.127500e+04 -4.600000e-01 7.515318e-02
3.700000e-03 1.000000e+00  1.127500e+04 -4.450000e-01 7.539562e-02
3.800000e-03 1.000000e+00  1.127500e+04 -4.300000e-01 7.564390e-02
3.900000e-03 1.000000e+00  1.127500e+04 -4.150000e-01 7.589795e-02
4.000000e-03 1.000000e+00  1.127500e+04 -4.000000e-01 7.615772e-02
4.100000e-03 1.000000e+00  1.127500e+04 -3.850000e-01 7.642312e-02
4.200000e-03 1.000000e+00  1.127500e+04 -3.700000e-01 7.669408e-02
4.300000e-03 1.000000e+00  1.127500e+04 -3.550001e-01 7.697045e-02
4.400000e-03 1.000000e+00  1.127501e+04 -3.400002e-01 7.725196e-02
4.500000e-03 1.000000e+00  1.127502e+04 -3.250005e-01 7.753810e-02
4.600000e-03 1.000000e+00  1.127506e+04 -3.100014e-01 7.782781e-02
4.700000e-03 1.000000e+00  1.127514e+04 -2.950033e-01 7.811896e-02
4.800000e-03 1.000000e+00  1.127531e+04 -2.800077e-01 7.840751e-02
4.900000e-03 1.000000e+00  1.127565e+04 -2.650172e-01 7.868607e-02
5.000000e-03 1.000000e+00  1.127633e+04 -2.500369e-01 7.894196e-02
5.100000e-03 1.000000e+00  1.127759e+04 -2.350757e-01 7.915455e-02
5.200000e-03 1.000000e+00  1.127984e+04 -2.201495e-01 7.929236e-02
5.300000e-03 1.000000e+00  1.128369e+04 -2.052839e-01 7.931033e-02
5.400000e-03 1.000000e+00  1.128999e+04 -1.905190e-01 7.914827e-02
5.500000e-03 1.000000e+00  1.129988e+04 -1.759146e-01 7.873171e-02
5.600000e-03 1.000000e+00  1.131475e+04 -1.615552e-01 7.797648e-02
5.700000e-03 1.000000e+00  1.133623e+04 -1.475552e-01 7.679793e-02
5.800000e-03 1.000000e+00  1.136601e+04 -1.340613e-01 7.512542e-02
5.900000e-03 1.000000e+00  1.140573e+04 -1.212527e-01 7.292170e-02
6.000000e-03 1.000000e+00  1.145668e+04 -1.093368e-01 7.020618e-02
6.100000e-03 1.000000e+00  1.151959e+04 -9.854109e-02 6.708013e-02
6.200000e-03 1.000000e+00  1.159442e+04 -8.909995e-02 6.374982e-02
6.300000e-03 1.000000e+00  1.168019e+04 -8.123894e-02 6.054024e-02
6.400000e-03 1.000000e+00  1.177499e+04 -7.515757e-02 5.788371e-02
6.500000e-03 1.000000e+00  1.187609e+04 -7.101300e-02 5.626051e-02
6.600000e-03 1.000000e+00  1.198015e+04 -6.890700e-02 5.607825e-02
6.700000e-03 1.000000e+00  1.208366e+04 -6.887792e-02 5.752837e-02
6.800000e-03 1.000000e+00  1.218330e+04 -7.089883e-02 6.051362e-02
6.900000e-03 1.000000e+00  1.227643e+04 -7.488161e-02 6.470442e-02
7.000000e-03 1.000000e+00  1.236143e+04 -8.068644e-02 6.967164e-02
7.100000e-03 1.000000e+00  1.243785e+04 -8.813483e-02 7.500376e-02
7.200000e-03 1.000000e+00  1.250648e+04 -9.702433e-02 8.036899e-02
7.300000e-03 1.000000e+00  1.256900e+04 -1.071432e-01 8.553268e-02
7.400000e-03 1.000000e+00  1.262758e+04 -1.182831e-01 9.035141e-02
7.500000e-03 1.000000e+00  1.268433e+04 -1.302494e-01 9.475837e-02
7.600000e-03 1.000000e+00  1.274073e+04 -1.428682e-01 9.874659e-02
7.700000e-03 1.000000e+00  1.279728e+04 -1.559895e-01 1.023529e-01
7.800000e-03 1.000000e+00  1.285339e+04 -1.694891e-01 1.056433e-01
7.900000e-03 1.000000e+00  1.290752e+04 -1.832670e-01 1.087001e-01
8.000000e-03 1.000000e+00  1.295764e+04 -1.972452e-01 1.116105e-01
8.100000e-03 1.000000e+00  1.300165e+04 -2.113645e-01 1.144570e-01
8.200000e-03 1.000000e+00  1.303795e+04 -2.255812e-01 1.173102e-01
8.300000e-03 1.000000e+00  1.306573e+04 -2.398639e-01 1.202234e-01
8.400000e-03 1.000000e+00  1.308506e+04 -2.541902e-01 1.232307e-01
8.500000e-03 1.000000e+00  1.309686e+04 -2.685450e-01 1.263466e-01
8.600000e-03 1.000000e+00  1.310257e+04 -2.829178e-01 1.295695e-01
8.700000e-03 1.000000e+00  1.310391e+04 -2.973021e-01 1.328855e-01
8.800000e-03 1.000000e+00  1.310252e+04 -3.116932e-01 1.362737e-01
8.900000e-03 1.000000e+00  1.309974e+04 -3.260885e-01 1.397106e-01
9.000000e-03 1.000000e+00  1.309657e+04 -3.404863e-01 1.431742e-01
9.100000e-03 1.000000e+00  1.309356e+04 -3.548856e-01 1.466458e-01
9.200000e-03 1.000000e+00  1.309099e+04 -3.692856e-01 1.501117e-01
9.300000e-03 1.000000e+00  1.308891e+04 -3.836861e-01 1.535629e-01
9.400000e-03 1.000000e+00  1.308727e+04 -3.980869e-01 1.569954e-01
9.500000e-03 1.000000e+00  1.308599e+04 -4.124879e-01 1.604096e-01
9.600000e-03 1.000000e+00  1.308502e+04 -4.268891e-01 1.638099e-01
9.700000e-03 1.000000e+00  1.308431e+04 -4.412904e-01 1.672048e-01
9.800000e-03 1.000000e+00  1.308385e+04 -4.556919e-01 1.706063e-01
9.900000e-03 1.000000e+00  1.308361e+04 -4.700935e-01 1.740291e-01
1.000000e-02 1.000000e+00  1.308353e+04 -4.844954e-01 1.774895e-01
1.010000e-02 1.000000e+00  1.308356e+04 -4.988973e-01 1.810032e-01
1.020000e-02 1.000000e+00  1.308365e+04 -5.132994e-01 1.845839e-01
1.030000e-02 1.000000e+00  1.308375e+04 -5.277016e-01 1.882406e-01
1.040000e-02 1.000000e+00  1.308384e+04 -5.421038e-01 1.919764e-01
1.050000e-02 1.000000e+00  1.308389e+04 -5.565059e-01 1.957882e-01
1.060000e-02 1.000000e+00  1.308392e+04 -5.709079e-01 1.996666e-01
1.070000e-02 1.000000e+00  1.308392e+04 -5.853098e-01 2.035976e-01
1.080000e-02 1.000000e+00  1.308390e+04 -5.997116e-01 2.075647e-01
1.090000e-02 1.000000e+00  1.308389e+04 -6.141131e-01 2.115509e-01
1.100000e-02 1.000000e+00  1.308387e+04 -6.285146e-01 2.155406e-01
1.110000e-02 1.000000e+00  1.308385e+04 -6.429159e-01 2.195208e-01
1.120000e-02 1.000000e+00  1.308384e+04 -6.573171e-01 2.234821e-01
1.130000e-02 1.000000e+00  1.308383e+04 -6.717183e-01 2.274182e-01
1.140000e-02 1.000000e+00  1.308383e+04 -6.861194e-01 2.313264e-01
1.150000e-02 1.000000e+00  1.308382e+04 -7.005206e-01 2.352070e-01
1.160000e-02 1.000000e+00  1.308382e+04 -7.149219e-01 2.390629e-01
1.170000e-02 1.000000e+00  1.308381e+04 -7.293233e-01 2.429003e-01
1.180000e-02 1.000000e+00  1.308380e+04 -7.437247e-01 2.467273e-01
1.190000e-02 1.000000e+00  1.308380e+04 -7.581264e-01 2.505547e-01
1.200000e-02 1.000000e+00  1.308379e+04 -7.725282e-01 2.543944e-01
